"","year","id.sector","sector","labour"
"245",2020,36,"Angkutan Sungai Danau dan Penyeberangan",8.93380906538445
"246",2020,37,"Angkutan Udara",158562.669241713
"247",2020,38,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",11310.407438533
"248",2020,39,"Penyediaan Akomodasi",30200.6507159343
"249",2020,40,"Penyediaan Makan Minum",346732.516671768
"250",2020,41,"Informasi dan Komunikasi",101635.405608896
"251",2020,42,"Jasa Perantara Keuangan",69021.3069192747
"252",2020,43,"Asuransi dan Dana Pensiun",7159.93951412025
"253",2020,44,"Jasa Keuangan Lainnya",7561.96829600498
"254",2020,45,"Jasa Penunjang Keuangan",1189.49443157057
"255",2020,46,"Real Estate",16293.0103345709
"256",2020,47,"Jasa Perusahaan",30292.5428898398
"257",2020,48,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",110933.117190316
"258",2020,49,"Jasa Pendidikan",178301.639501148
"259",2020,50,"Jasa Kesehatan dan Kegiatan Sosial",207573.156573411
"260",2020,51,"Jasa lainnya",42523.1490885887
"261",2020,52,"Lainnya",758.110168963465
"262",2021,1,"Tanaman Pangan",73789.686108695
"263",2021,2,"Tanaman Hortikultura",52303.9328735225
"264",2021,3,"Perkebunan",55490.6803722417
"265",2021,4,"Peternakan",241198.454039851
"266",2021,5,"Jasa Pertanian, dan Perburuan",0
"267",2021,6,"Kehutanan dan Penebangan Kayu",909.92490819426
"268",2021,7,"Perikanan",71007.6475279999
"269",2021,8,"Pertambangan Minyak, Gas dan Panas Bumi",105206.888552795
"270",2021,9,"Pertambangan Bijih Logam",4182.43857779703
"271",2021,10,"Pertambangan dan Penggalian Lainnya",30479.135342597
"272",2021,11,"Industri Batubara dan Pengilangan Migas",1893157.13171895
"273",2021,12,"Industri Makanan dan Minuman",805708.38182454
"274",2021,13,"Pengolahan Tembakau",23865.7634928327
"275",2021,14,"Industri Tekstil dan Pakaian Jadi",1509096.4423215
"276",2021,15,"Industri Kulit, Barang dari Kulit dan Alas Kaki",190553.560166503
