,Year,TotalEmission,CummulativeEmission,ResultTotalGDP,CummulativeGDP,EmissionIntensity,CummulativeEmissionIntensity,ID,ScenarioName
210,2030,-382.4667441,-4215.778684,26.84678537,608.5271349,-14.24627712,-1.79E-05,combination1.10,Alat Pencacah Pupuk Organik (APPO)
211,2010,18432.98134,18432.98134,982.3784547,982.3784547,18.76362542,0.000154182,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
212,2011,-1544.782948,16888.1984,982.3784547,1964.756909,-1.572492699,0.00014153,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
213,2012,-1520.456462,15367.74194,982.3784547,2947.135364,-1.547729853,0.000129682,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
214,2013,-1505.466752,13862.27518,982.3784547,3929.513819,-1.532471264,0.000118531,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
215,2014,-1499.066958,12363.20823,982.3784547,4911.892273,-1.525956673,0.000107988,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
216,2015,-1500.57009,10862.63813,982.3784547,5894.270728,-1.527486768,9.80E-05,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
217,2016,-1509.344116,9353.294018,982.3784547,6876.649183,-1.536418179,8.84E-05,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
218,2017,-1524.807535,7828.486483,982.3784547,7859.027637,-1.552158975,7.93E-05,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
219,2018,-1546.425317,6282.061167,982.3784547,8841.406092,-1.574164528,7.05E-05,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
220,2019,-1573.705406,4708.355761,982.3784547,9823.784547,-1.601933958,6.21E-05,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
221,2020,-1606.19491,3102.160851,982.3784547,10806.163,-1.635006246,5.40E-05,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
222,2021,-1643.477344,1458.683507,982.3784547,11788.54146,-1.67295744,4.61E-05,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
223,2022,-1685.169281,-226.485774,982.3784547,12770.91991,-1.715397231,3.86E-05,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
224,2023,-1730.918323,-1957.404097,982.3784547,13753.29837,-1.761966902,3.12E-05,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
225,2024,-1780.400268,-3737.804364,982.3784546,14735.67682,-1.812336436,2.41E-05,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
226,2025,-1833.314822,-5571.119186,982.3784546,15718.05527,-1.866200152,1.72E-05,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
227,2026,-1889.388904,-7460.50809,982.3784547,16700.43373,-1.923280071,1.06E-05,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
228,2027,-1948.370005,-9408.878095,982.3784546,17682.81218,-1.983319154,4.10E-06,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
229,2028,-2010.025653,-11418.90375,982.3784547,18665.19064,-2.046080758,-2.16E-06,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
230,2029,-4009.634684,-15428.53843,491.1941836,19156.38482,-8.163033721,-1.37E-05,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
231,2030,-1948.712513,-17377.25094,491.1941836,19647.57901,-3.967295578,-1.90E-05,combination1.11,Pengelolaan Tanaman Terpadu (PTT)
232,2010,-6554.94415,-6554.94415,5519.86185,5519.86185,-1.187519602,-5.69E-05,combination1.12,Pembangunan PLTMH Terpusat Off Grid
233,2011,-15.24923205,-6570.193382,5519.86185,11039.7237,-0.002762611,-5.88E-05,combination1.12,Pembangunan PLTMH Terpusat Off Grid
234,2012,-248.1708659,-6818.364248,5519.86185,16559.58555,-0.044959615,-6.24E-05,combination1.12,Pembangunan PLTMH Terpusat Off Grid
235,2013,-481.3092105,-7299.673459,5519.86185,22079.4474,-0.08719588,-6.75E-05,combination1.12,Pembangunan PLTMH Terpusat Off Grid
236,2014,-714.6431768,-8014.316635,5519.86185,27599.30925,-0.129467584,-7.39E-05,combination1.12,Pembangunan PLTMH Terpusat Off Grid
237,2015,-948.153755,-8962.47039,5519.86185,33119.1711,-0.171771284,-8.15E-05,combination1.12,Pembangunan PLTMH Terpusat Off Grid
238,2016,-1181.824434,-10144.29482,5519.86185,38639.03295,-0.214103988,-9.02E-05,combination1.12,Pembangunan PLTMH Terpusat Off Grid
239,2017,-1415.639856,-11559.93468,5519.86185,44158.8948,-0.256462914,-9.97E-05,combination1.12,Pembangunan PLTMH Terpusat Off Grid
240,2018,-1649.584996,-13209.51968,5519.86185,49678.75665,-0.298845341,-0.000109996,combination1.12,Pembangunan PLTMH Terpusat Off Grid
241,2019,-1883.6472,-15093.16688,5519.86185,55198.6185,-0.341248975,-0.000120962,combination1.12,Pembangunan PLTMH Terpusat Off Grid
242,2020,-2117.814728,-17210.9816,5519.86185,60718.48035,-0.383671691,-0.000132475,combination1.12,Pembangunan PLTMH Terpusat Off Grid
243,2021,-2352.076577,-19563.05818,5519.86185,66238.3422,-0.426111493,-0.000144434,combination1.12,Pembangunan PLTMH Terpusat Off Grid
244,2022,-2586.423859,-22149.48204,5519.86185,71758.20405,-0.468566774,-0.000156742,combination1.12,Pembangunan PLTMH Terpusat Off Grid
245,2023,-2820.846337,-24970.32838,5519.86185,77278.06591,-0.511035677,-0.000169314,combination1.12,Pembangunan PLTMH Terpusat Off Grid
246,2024,-454.1574232,-25424.4858,2759.93073,80037.99663,-0.164553921,-0.000171493,combination1.12,Pembangunan PLTMH Terpusat Off Grid
247,2025,-3280.715311,-28705.20111,2759.93073,82797.92736,-1.188694802,-0.000183949,combination1.12,Pembangunan PLTMH Terpusat Off Grid
248,2026,-3398.016681,-32103.21779,2759.93073,85557.8581,-1.231196364,-0.000196068,combination1.12,Pembangunan PLTMH Terpusat Off Grid
249,2027,-3515.342007,-35618.5598,2759.93073,88317.78883,-1.273706608,-0.000207839,combination1.12,Pembangunan PLTMH Terpusat Off Grid
250,2028,-3632.68762,-39251.24742,2759.93073,91077.71955,-1.316224201,-0.00021925,combination1.12,Pembangunan PLTMH Terpusat Off Grid
251,2029,-3750.050958,-43001.29838,2759.93073,93837.65029,-1.358748217,-0.000230295,combination1.12,Pembangunan PLTMH Terpusat Off Grid
252,2030,-3867.430305,-46868.72868,2759.93073,96597.58102,-1.401278033,-0.000240966,combination1.12,Pembangunan PLTMH Terpusat Off Grid
253,2010,-1355.23812,-1355.23812,1366.509741,1366.509741,-0.991751525,-1.18E-05,combination1.13,ATCS
254,2011,882.8893952,-472.348725,169.2355837,1535.745325,5.216925281,-4.85E-06,combination1.13,ATCS
255,2012,-747.8992183,-1220.247943,37.6079075,1573.353233,-19.88675435,-1.05E-05,combination1.13,ATCS
256,2013,-912.2939719,-2132.541915,37.6079075,1610.96114,-24.25803594,-1.71E-05,combination1.13,ATCS
257,2014,-1003.070675,-3135.612591,37.6079075,1648.569048,-26.67180234,-2.40E-05,combination1.13,ATCS
258,2015,-1094.541421,-4230.154011,37.6079075,1686.176955,-29.10402341,-3.11E-05,combination1.13,ATCS
259,2016,-1186.013112,-5416.167123,37.6079075,1723.784863,-31.53626964,-3.85E-05,combination1.13,ATCS
260,2017,-1277.485662,-6693.652785,37.6079075,1761.39277,-33.96853871,-4.59E-05,combination1.13,ATCS
261,2018,-1368.26599,-8061.918775,37.6079075,1799.000678,-36.3824015,-5.35E-05,combination1.13,ATCS
262,2019,-1459.740019,-9521.658795,37.6079075,1836.608585,-38.81470989,-6.11E-05,combination1.13,ATCS
263,2020,-1551.214688,-11072.87348,37.6079075,1874.216493,-41.24703528,-6.88E-05,combination1.13,ATCS
264,2021,-1634.087828,-12706.96131,18.80395374,1893.020446,-86.90128951,-7.65E-05,combination1.13,ATCS
265,2022,-1688.980845,-14395.94215,18.80395374,1911.8244,-89.82051691,-8.39E-05,combination1.13,ATCS
266,2023,-1734.025965,-16129.96812,18.80395374,1930.628354,-92.21603017,-9.11E-05,combination1.13,ATCS
267,2024,-1779.764293,-17909.73241,18.80395368,1949.432307,-94.64840869,-9.81E-05,combination1.13,ATCS
268,2025,-1825.502805,-19735.23522,18.80395371,1968.236261,-97.08079659,-0.000104781,combination1.13,ATCS
269,2026,-1871.241498,-21606.47672,18.80395377,1987.040215,-99.51319396,-0.000111264,combination1.13,ATCS
270,2027,-1916.98034,-23523.45706,18.80395371,2005.844169,-101.9455999,-0.000117505,combination1.13,ATCS
271,2028,-1962.719327,-25486.17638,18.80395377,2024.648122,-104.3780128,-0.000123506,combination1.13,ATCS
272,2029,-2008.458432,-27494.63482,18.80395371,2043.452076,-106.8104327,-0.000129269,combination1.13,ATCS
273,2030,-2054.197643,-29548.83246,18.80395377,2062.25603,-109.2428576,-0.000134796,combination1.13,ATCS
274,2010,384.2994269,384.2994269,274.1485526,274.1485526,1.401792653,3.13E-06,combination1.14,Car Free Day
275,2011,-14.9215263,369.3779006,274.4100422,548.5585947,-0.05437675,2.92E-06,combination1.14,Car Free Day
276,2012,-14.85095004,354.5269505,274.4100422,822.9686369,-0.054119557,2.72E-06,combination1.14,Car Free Day
277,2013,-14.2773976,340.2495529,274.4100422,1097.378679,-0.052029428,2.54E-06,combination1.14,Car Free Day
278,2014,-13.73798762,326.5115653,274.4100422,1371.788721,-0.05006372,2.37E-06,combination1.14,Car Free Day
279,2015,-13.23057234,313.2809929,274.4100421,1646.198763,-0.048214607,2.21E-06,combination1.14,Car Free Day
280,2016,-12.75313634,300.5278566,274.4100422,1920.608806,-0.046474744,2.06E-06,combination1.14,Car Free Day
281,2017,-12.30378397,288.2240726,274.4100422,2195.018848,-0.044837222,1.93E-06,combination1.14,Car Free Day
282,2018,-11.88072891,276.3433437,274.4100422,2469.42889,-0.043295533,1.80E-06,combination1.14,Car Free Day
283,2019,-11.48230026,264.8610435,274.4100422,2743.838932,-0.041843586,1.69E-06,combination1.14,Car Free Day
284,2020,-11.10692502,253.7541185,274.4100422,3018.248974,-0.040475651,1.58E-06,combination1.14,Car Free Day
285,2021,-10.75313633,243.0009821,274.4100421,3292.659016,-0.039186381,1.48E-06,combination1.14,Car Free Day
286,2022,-10.41955158,232.5814305,274.4100421,3567.069058,-0.037970737,1.39E-06,combination1.14,Car Free Day
287,2023,-10.10487875,222.4765518,274.4100421,3841.479101,-0.036824012,1.31E-06,combination1.14,Car Free Day
288,2024,-9.807893746,212.668658,274.4100421,4115.889143,-0.035741745,1.23E-06,combination1.14,Car Free Day
289,2025,-9.527469527,203.1411885,274.4100422,4390.299185,-0.034719828,1.15E-06,combination1.14,Car Free Day
290,2026,-9.262554454,193.8786341,274.4100422,4664.709227,-0.03375443,1.09E-06,combination1.14,Car Free Day
291,2027,-9.012146607,184.8664875,274.4100421,4939.119269,-0.032841898,1.02E-06,combination1.14,Car Free Day
292,2028,-8.775321729,176.0911657,274.4100422,5213.529311,-0.031978865,9.67E-07,combination1.14,Car Free Day
293,2029,-8.551204642,167.5399611,274.4100422,5487.939353,-0.031162142,9.14E-07,combination1.14,Car Free Day
294,2030,-8.338982381,159.2009787,274.4100422,5762.349396,-0.030388765,8.65E-07,combination1.14,Car Free Day
295,2010,-14618.49248,-14618.49248,21117.5926,21117.5926,-0.692242376,-0.000129883,combination1.15,Reformasi Sistem Transit BRT
296,2011,2407.288314,-12211.20417,18747.7902,39865.3828,0.128403843,-0.000116845,combination1.15,Reformasi Sistem Transit BRT
297,2012,-723.1197465,-12934.32392,13288.46093,53153.84373,-0.054417118,-0.000126463,combination1.15,Reformasi Sistem Transit BRT
298,2013,-2220.752299,-15155.07622,7829.131668,60982.9754,-0.28365244,-0.000144779,combination1.15,Reformasi Sistem Transit BRT
299,2014,-5401.396472,-20556.47269,7829.131668,68812.10707,-0.689910031,-0.000183952,combination1.15,Reformasi Sistem Transit BRT
300,2015,-6034.291189,-26590.76388,7829.131668,76641.23874,-0.770748462,-0.000225222,combination1.15,Reformasi Sistem Transit BRT
301,2016,-1187.84697,-27778.61085,2.98E-08,76641.23874,-39857530380,-0.000232545,combination1.15,Reformasi Sistem Transit BRT
302,2017,-6967.422001,-34746.03285,0,76641.23874,#NAME?,-0.000273242,combination1.15,Reformasi Sistem Transit BRT
303,2018,-6967.422,-41713.45485,0,76641.23874,#NAME?,-0.000311766,combination1.15,Reformasi Sistem Transit BRT
304,2019,-6967.421999,-48680.87685,0,76641.23874,#NAME?,-0.000348203,combination1.15,Reformasi Sistem Transit BRT
305,2020,-6967.421997,-55648.29884,2.98E-08,76641.23874,-2.33788E+11,-0.000382638,combination1.15,Reformasi Sistem Transit BRT
306,2021,-6967.421998,-62615.72084,0,76641.23874,#NAME?,-0.000415155,combination1.15,Reformasi Sistem Transit BRT
307,2022,-6967.422,-69583.14284,0,76641.23874,#NAME?,-0.000445837,combination1.15,Reformasi Sistem Transit BRT
308,2023,-6967.421999,-76550.56484,-2.98E-08,76641.23874,2.33788E+11,-0.000474764,combination1.15,Reformasi Sistem Transit BRT
309,2024,-6967.421999,-83517.98684,-5.96E-08,76641.23874,1.16894E+11,-0.000502014,combination1.15,Reformasi Sistem Transit BRT
310,2025,-6967.421996,-90485.40884,0,76641.23874,#NAME?,-0.000527665,combination1.15,Reformasi Sistem Transit BRT
311,2026,-6967.421998,-97452.83084,0,76641.23874,#NAME?,-0.000551792,combination1.15,Reformasi Sistem Transit BRT
312,2027,-6967.421999,-104420.2528,-5.96E-08,76641.23874,1.16894E+11,-0.000574468,combination1.15,Reformasi Sistem Transit BRT
313,2028,-6967.422001,-111387.6748,0,76641.23874,#NAME?,-0.000595764,combination1.15,Reformasi Sistem Transit BRT
314,2029,-6967.422,-118355.0968,0,76641.23874,#NAME?,-0.000615749,combination1.15,Reformasi Sistem Transit BRT
315,2030,-6967.422,-125322.5188,-5.96E-08,76641.23874,1.16894E+11,-0.000634489,combination1.15,Reformasi Sistem Transit BRT
316,2010,-1.856203078,-1.856203078,49.34748614,49.34748614,-0.037614947,-3.28E-08,combination1.16,Pelatihan Smart Driving
317,2011,-7.494352411,-9.35055549,49.34748615,98.69497231,-0.15186898,-1.09E-07,combination1.16,Pelatihan Smart Driving
318,2012,-15.10176682,-24.45232231,49.34748615,148.0424585,-0.306029101,-2.39E-07,combination1.16,Pelatihan Smart Driving
319,2013,-23.40354085,-47.85586316,49.34748617,197.3899447,-0.474260042,-4.22E-07,combination1.16,Pelatihan Smart Driving
320,2014,-31.01356485,-78.86942801,49.34748614,246.7374308,-0.628473045,-6.48E-07,combination1.16,Pelatihan Smart Driving
321,2015,-38.62473018,-117.4941582,49.34748614,296.0849168,-0.782709175,-9.12E-07,combination1.16,Pelatihan Smart Driving
322,2016,-46.23694503,-163.7311032,49.34748617,345.4324031,-0.936966574,-1.21E-06,combination1.16,Pelatihan Smart Driving
323,2017,-53.85012714,-217.5812304,49.34748614,394.7798893,-1.091243574,-1.54E-06,combination1.16,Pelatihan Smart Driving
324,2018,-62.15719285,-279.7384232,49.34748617,444.1273754,-1.259581747,-1.89E-06,combination1.16,Pelatihan Smart Driving
325,2019,-69.77206628,-349.5104895,49.34748614,493.4748616,-1.413893022,-2.26E-06,combination1.16,Pelatihan Smart Driving
326,2020,-77.38768293,-426.8981724,49.34748617,542.8223479,-1.568219355,-2.66E-06,combination1.16,Pelatihan Smart Driving
327,2021,-85.00398487,-511.9021573,49.34748614,592.1698337,-1.722559577,-3.06E-06,combination1.16,Pelatihan Smart Driving
328,2022,-92.62090755,-604.5230648,49.34748614,641.5173197,-1.876912378,-3.48E-06,combination1.16,Pelatihan Smart Driving
329,2023,-100.2384102,-704.761475,49.34748611,690.8648062,-2.031276932,-3.90E-06,combination1.16,Pelatihan Smart Driving
330,2024,-108.5494327,-813.3109077,49.34748608,740.2122922,-2.19969529,-4.33E-06,combination1.16,Pelatihan Smart Driving
331,2025,-116.167941,-929.4788487,49.34748614,789.5597782,-2.354080219,-4.77E-06,combination1.16,Pelatihan Smart Driving
332,2026,-123.7868875,-1053.265736,49.34748614,838.9072642,-2.508474031,-5.20E-06,combination1.16,Pelatihan Smart Driving
333,2027,-131.4062396,-1184.671976,49.34748608,888.2547503,-2.662876067,-5.64E-06,combination1.16,Pelatihan Smart Driving
334,2028,-139.025971,-1323.697947,49.34748614,937.6022363,-2.817285781,-6.07E-06,combination1.16,Pelatihan Smart Driving
335,2029,-147.3390363,-1471.036983,49.34748614,986.9497228,-2.985745533,-6.49E-06,combination1.16,Pelatihan Smart Driving
336,2030,-154.959408,-1625.996391,49.34748614,1036.297209,-3.140168227,-6.92E-06,combination1.16,Pelatihan Smart Driving
337,2010,-37634.61677,-37634.61677,1722.396545,1722.396545,-21.85014646,-0.00031609,combination1.17,Rehabilitasi Hutan dan Lahan
338,2011,973.0629435,-36661.55382,1722.396545,3444.793089,0.564947106,-0.000308892,combination1.17,Rehabilitasi Hutan dan Lahan
339,2012,938.5612381,-35722.99259,1722.396545,5167.189634,0.544915885,-0.000302302,combination1.17,Rehabilitasi Hutan dan Lahan
340,2013,905.9926724,-34816.99991,1722.396545,6889.586179,0.526007019,-0.000296269,combination1.17,Rehabilitasi Hutan dan Lahan
341,2014,875.219279,-33941.78064,1722.396545,8611.982723,0.508140406,-0.000290747,combination1.17,Rehabilitasi Hutan dan Lahan
342,2015,846.1137713,-33095.66686,1722.396545,10334.37927,0.491242144,-0.000285692,combination1.17,Rehabilitasi Hutan dan Lahan
343,2016,818.5587048,-32277.10816,1722.396545,12056.77581,0.475244047,-0.000281066,combination1.17,Rehabilitasi Hutan dan Lahan
344,2017,792.445692,-31484.66247,1722.396545,13779.17236,0.460083187,-0.000276832,combination1.17,Rehabilitasi Hutan dan Lahan
345,2018,767.6746948,-30716.98777,1722.396545,15501.5689,0.445701483,-0.000272959,combination1.17,Rehabilitasi Hutan dan Lahan
346,2019,-104676.1562,-135393.144,1722.396545,17223.96545,-60.77355215,-0.000820717,combination1.17,Rehabilitasi Hutan dan Lahan
347,2020,-167900.6108,-303293.7548,1722.396545,18946.36199,-97.48081028,-0.001650857,combination1.17,Rehabilitasi Hutan dan Lahan
348,2021,-218622.6385,-521916.3933,1722.396545,20668.75854,-126.9293295,-0.00267148,combination1.17,Rehabilitasi Hutan dan Lahan
349,2022,-259616.1716,-781532.5649,1722.396545,22391.15508,-150.729617,-0.003815003,combination1.17,Rehabilitasi Hutan dan Lahan
350,2023,-291797.3092,-1073329.874,1722.396545,24113.55163,-169.4135477,-0.005026716,combination1.17,Rehabilitasi Hutan dan Lahan
351,2024,-317614.7374,-1390944.611,1722.396545,25835.94817,-184.4027953,-0.006269185,combination1.17,Rehabilitasi Hutan dan Lahan
352,2025,-338842.3716,-1729786.983,1722.396545,27558.34471,-196.7272709,-0.007516887,combination1.17,Rehabilitasi Hutan dan Lahan
353,2026,-355603.6501,-2085390.633,1722.396545,29280.74126,-206.4586412,-0.008748493,combination1.17,Rehabilitasi Hutan dan Lahan
354,2027,-360301.5802,-2445692.213,1148.264363,30429.00562,-313.7792932,-0.00992125,combination1.17,Rehabilitasi Hutan dan Lahan
355,2028,-379504.8154,-2825197.029,1148.264363,31577.26998,-330.5029988,-0.011081331,combination1.17,Rehabilitasi Hutan dan Lahan
356,2029,-388223.3662,-3213420.395,1148.264363,32725.53435,-338.0958067,-0.012194999,combination1.17,Rehabilitasi Hutan dan Lahan
357,2030,-395044.2755,-3608464.67,1148.264363,33873.79871,-344.0359974,-0.013257674,combination1.17,Rehabilitasi Hutan dan Lahan
358,2010,-6946.820769,-6946.820769,390.206711,390.206711,-17.80292489,-5.84E-05,combination1.18,Pengembangan Hasil Hutan Non Kayu
359,2011,174.8124895,-6772.00828,390.2067111,780.4134221,0.4479997,-5.71E-05,combination1.18,Pengembangan Hasil Hutan Non Kayu
360,2012,168.5650623,-6603.443217,390.2067111,1170.620133,0.431989142,-5.59E-05,combination1.18,Pengembangan Hasil Hutan Non Kayu
361,2013,162.6644961,-6440.778721,390.2067111,1560.826844,0.4168675,-5.49E-05,combination1.18,Pengembangan Hasil Hutan Non Kayu
362,2014,157.0861107,-6283.692611,390.2067111,1951.033555,0.402571525,-5.39E-05,combination1.18,Pengembangan Hasil Hutan Non Kayu
363,2015,151.8071464,-6131.885464,390.2067111,2341.240266,0.38904289,-5.30E-05,combination1.18,Pengembangan Hasil Hutan Non Kayu
364,2016,146.8065939,-5985.07887,390.2067111,2731.446977,0.376227752,-5.22E-05,combination1.18,Pengembangan Hasil Hutan Non Kayu
365,2017,142.0650617,-5843.013809,390.2067111,3121.653689,0.364076418,-5.15E-05,combination1.18,Pengembangan Hasil Hutan Non Kayu
366,2018,137.5646627,-5705.449146,390.2067111,3511.860399,0.352543046,-5.08E-05,combination1.18,Pengembangan Hasil Hutan Non Kayu
367,2019,-41852.61213,-47558.06127,390.2067111,3902.067111,-107.2575405,-0.000269757,combination1.18,Pengembangan Hasil Hutan Non Kayu
368,2020,-66940.39456,-114498.4558,390.2067111,4292.273822,-171.5511104,-0.000600672,combination1.18,Pengembangan Hasil Hutan Non Kayu
